lemma,upos,HS_entry_ref
",",PUNCT,4258
ferro-silico,ADJ,4258
-,PUNCT,4258
titanium,NOUN,4258
",",PUNCT,4258
ferro-vanadium,NOUN,4258
and,CCONJ,4258
ferro-niobium,NOUN,4258
),PUNCT,4258
Ferrous,ADJ,4259
product,NOUN,4259
obtain,VERB,4259
by,ADP,4259
direct,ADJ,4259
reduction,NOUN,4259
of,ADP,4259
iron,ADJ,4259
ore,NOUN,4259
and,CCONJ,4259
other,ADJ,4259
spongy,NOUN,4259
ferrous,ADJ,4259
product,NOUN,4259
",",PUNCT,4259
in,ADP,4259
lump,NOUN,4259
",",PUNCT,4259
pellet,NOUN,4259
or,CCONJ,4259
similar,ADJ,4259
form,NOUN,4259
;,PUNCT,4259
iron,NOUN,4259
have,VERB,4259
a,DET,4259
minimum,NOUN,4259
purity,NOUN,4259
by,ADP,4259
weight,NOUN,4259
of,ADP,4259
"99,94",NUM,4259
%,SYM,4259
",",PUNCT,4259
in,ADP,4259
lump,NOUN,4259
",",PUNCT,4259
pellet,NOUN,4259
or,CCONJ,4259
similar,ADJ,4259
form,NOUN,4259
Ferrous,ADJ,4260
product,NOUN,4260
obtain,VERB,4260
by,ADP,4260
direct,ADJ,4260
reduction,NOUN,4260
of,ADP,4260
iron,NOUN,4260
ore,ADV,4260
",",PUNCT,4260
in,ADP,4260
lump,NOUN,4260
",",PUNCT,4260
pellet,NOUN,4260
or,CCONJ,4260
similar,ADJ,4260
form,NOUN,4260
spongy,ADJ,4261
ferrous,ADJ,4261
product,NOUN,4261
",",PUNCT,4261
obtain,VERB,4261
from,ADP,4261
molten,NOUN,4261
pig,NOUN,4261
iron,NOUN,4261
by,ADP,4261
atomisation,NOUN,4261
",",PUNCT,4261
iron,NOUN,4261
of,ADP,4261
a,DET,4261
purity,NOUN,4261
of,ADP,4261
>=,SYM,4261
"99,94",NUM,4261
%,SYM,4261
",",PUNCT,4261
in,ADP,4261
lump,NOUN,4261
",",PUNCT,4261
pellet,NOUN,4261
or,CCONJ,4261
similar,ADJ,4261
form,NOUN,4261
Ferrous,ADJ,4262
waste,NOUN,4262
and,CCONJ,4262
scrap,NOUN,4262
;,PUNCT,4262
remelt,VERB,4262
scrap,NOUN,4262
ingot,NOUN,4262
of,ADP,4262
iron,NOUN,4262
or,CCONJ,4262
steel,NOUN,4262
(,PUNCT,4262
excl,INTJ,4262
.,PUNCT,4262
slag,ADJ,4262
",",PUNCT,4262
scale,ADJ,4262
and,CCONJ,4262
other,ADJ,4262
waste,NOUN,4262
from,ADP,4262
the,DET,4262
production,NOUN,4262
of,ADP,4262
iron,NOUN,4262
or,CCONJ,4262
steel,NOUN,4262
;,PUNCT,4262
radioactive,ADJ,4262
waste,NOUN,4262
and,CCONJ,4262
scrap,NOUN,4262
;,PUNCT,4262
fragment,NOUN,4262
of,ADP,4262
pig,NOUN,4262
",",PUNCT,4262
blocnks,NOUN,4262
or,CCONJ,4262
other,ADJ,4262
primary,ADJ,4262
form,NOUN,4262
of,ADP,4262
pig,NOUN,4262
iron,NOUN,4262
or,CCONJ,4262
spiegeleisen,NOUN,4262
),PUNCT,4262
waste,NOUN,4263
and,CCONJ,4263
scrap,NOUN,4263
",",PUNCT,4263
of,ADP,4263
cast,NOUN,4263
iron,NOUN,4263
(,PUNCT,4263
excl,INTJ,4263
.,PUNCT,4263
radioactive,ADJ,4263
),PUNCT,4263
waste,NOUN,4264
and,CCONJ,4264
scrap,NOUN,4264
of,ADP,4264
stainless,NOUN,4264
steel,NOUN,4264
(,PUNCT,4264
excl,INTJ,4264
.,PUNCT,4264
radioactive,ADJ,4264
",",PUNCT,4264
and,CCONJ,4264
waste,NOUN,4264
and,CCONJ,4264
scrap,NOUN,4264
of,ADP,4264
battery,NOUN,4264
and,CCONJ,4264
electric,ADJ,4264
accumulator,NOUN,4264
),PUNCT,4264
waste,NOUN,4265
and,CCONJ,4265
scrap,NOUN,4265
of,ADP,4265
alloy,NUM,4265
steel,NOUN,4265
(,PUNCT,4265
excl,INTJ,4265
.,PUNCT,4265
stainless,NOUN,4265
steel,NOUN,4265
",",PUNCT,4265
and,CCONJ,4265
waste,NOUN,4265
and,CCONJ,4265
scrap,NOUN,4265
",",PUNCT,4265
radioactive,ADJ,4265
",",PUNCT,4265
or,CCONJ,4265
waste,NOUN,4265
and,CCONJ,4265
scrap,NOUN,4265
from,ADP,4265
batteries,NOUN,4265
and,CCONJ,4265
electric,ADJ,4265
accumulator,NOUN,4265
),PUNCT,4265
waste,NOUN,4266
and,CCONJ,4266
scrap,NOUN,4266
of,ADP,4266
tinned,VERB,4266
iron,NOUN,4266
or,CCONJ,4266
steel,NOUN,4266
(,PUNCT,4266
excl,INTJ,4266
.,PUNCT,4266
radioactive,ADJ,4266
",",PUNCT,4266
and,CCONJ,4266
waste,NOUN,4266
and,CCONJ,4266
scrap,NOUN,4266
of,ADP,4266
battery,NOUN,4266
and,CCONJ,4266
electric,ADJ,4266
accumulator,NOUN,4266
),PUNCT,4266
Turning,NOUN,4267
",",PUNCT,4267
shaving,NOUN,4267
",",PUNCT,4267
chip,NOUN,4267
",",PUNCT,4267
mill,VERB,4267
waste,NOUN,4267
",",PUNCT,4267
sawdust,NOUN,4267
",",PUNCT,4267
filing,NOUN,4267
",",PUNCT,4267
trimming,NOUN,4267
and,CCONJ,4267
stamping,NOUN,4267
of,ADP,4267
iron,NOUN,4267
or,CCONJ,4267
steel,NOUN,4267
",",PUNCT,4267
whether,SCONJ,4267
or,CCONJ,4267
not,ADV,4267
in,ADP,4267
bundle,NOUN,4267
(,PUNCT,4267
excl,INTJ,4267
.,PUNCT,4267
those,PRON,4267
of,ADP,4267
cast,NOUN,4267
iron,NOUN,4267
",",PUNCT,4267
alloy,NUM,4267
steel,NOUN,4267
or,CCONJ,4267
tin,VERB,4267
iron,NOUN,4267
or,CCONJ,4267
steel,NOUN,4267
),PUNCT,4267
waste,NOUN,4268
and,CCONJ,4268
scrap,NOUN,4268
of,ADP,4268
iron,NOUN,4268
or,CCONJ,4268
steel,NOUN,4268
(,PUNCT,4268
excl,INTJ,4268
.,PUNCT,4268
slag,ADJ,4268
",",PUNCT,4268
scale,ADJ,4268
and,CCONJ,4268
other,ADJ,4268
waste,NOUN,4268
of,ADP,4268
the,DET,4268
production,NOUN,4268
of,ADP,4268
iron,NOUN,4268
and,CCONJ,4268
steel,NOUN,4268
;,PUNCT,4268
radioactive,ADJ,4268
waste,NOUN,4268
and,CCONJ,4268
scrap,NOUN,4268
;,PUNCT,4268
fragment,NOUN,4268
of,ADP,4268
pig,NOUN,4268
",",PUNCT,4268
blocnks,NOUN,4268
or,CCONJ,4268
other,ADJ,4268
primary,ADJ,4268
form,NOUN,4268
of,ADP,4268
pig,NOUN,4268
iron,NOUN,4268
or,CCONJ,4268
spiegeleisen,NOUN,4268
;,PUNCT,4268
waste,NOUN,4268
and,CCONJ,4268
scrap,NOUN,4268
of,ADP,4268
cast,NOUN,4268
iron,NOUN,4268
",",PUNCT,4268
alloy,NUM,4268
steel,NOUN,4268
or,CCONJ,4268
tin,VERB,4268
iron,NOUN,4268
or,CCONJ,4268
steel,NOUN,4268
;,PUNCT,4268
turnings,NOUN,4268
",",PUNCT,4268
shaving,NOUN,4268
",",PUNCT,4268
chip,NOUN,4268
",",PUNCT,4268
mill,VERB,4268
waste,NOUN,4268
",",PUNCT,4268
sawdust,NOUN,4268
",",PUNCT,4268
filing,NOUN,4268
",",PUNCT,4268
trimming,NOUN,4268
and,CCONJ,4268
stamping,NOUN,4268
;,PUNCT,4268
waste,NOUN,4268
and,CCONJ,4268
scrap,NOUN,4268
of,ADP,4268
primary,ADJ,4268
cell,NOUN,4268
",",PUNCT,4268
primary,ADJ,4268
batterie,NOUN,4268
and,CCONJ,4268
electric,ADJ,4268
accumulator,NOUN,4268
),PUNCT,4268
Remelt,VERB,4269
scrap,NOUN,4269
ingot,NOUN,4269
of,ADP,4269
iron,NOUN,4269
or,CCONJ,4269
steel,NOUN,4269
(,PUNCT,4269
excl,INTJ,4269
.,PUNCT,4269
product,VERB,4269
whose,PRON,4269
chemical,ADJ,4269
composition,NOUN,4269
conform,NOUN,4269
to,ADP,4269
the,DET,4269
definition,NOUN,4269
of,ADP,4269
pig,NOUN,4269
iron,NOUN,4269
",",PUNCT,4269
spiegeleisen,NOUN,4269
",",PUNCT,4269
or,CCONJ,4269
ferro,NUM,4269
-alloy,NOUN,4269
),PUNCT,4269
Granule,NOUN,4270
and,CCONJ,4270
powder,NOUN,4270
of,ADP,4270
pig,NOUN,4270
iron,NOUN,4270
",",PUNCT,4270
spiegeleisen,NOUN,4270
",",PUNCT,4270
iron,NOUN,4270
or,CCONJ,4270
steel,NOUN,4270
(,PUNCT,4270
excl,INTJ,4270
.,PUNCT,4270
granule,NOUN,4270
and,CCONJ,4270
powder,NOUN,4270
of,ADP,4270
ferro,NOUN,4270
-alloy,NOUN,4270
",",PUNCT,4270
turnings,NOUN,4270
and,CCONJ,4270
filing,NOUN,4270
of,ADP,4270
iron,NOUN,4270
or,CCONJ,4270
steel,NOUN,4270
",",PUNCT,4270
radioactive,ADJ,4270
iron,ADJ,4270
powder,NOUN,4270
"""",PUNCT,4270
isotope,NOUN,4270
"""",PUNCT,4270
and,CCONJ,4270
certain,ADJ,4270
low,ADJ,4270
-,PUNCT,4270
calibre,NOUN,4270
",",PUNCT,4270
substandard,VERB,4270
ball,NOUN,4270
for,ADP,4270
ballbearing,NOUN,4270
),PUNCT,4270
Granules,NOUN,4271
",",PUNCT,4271
of,ADP,4271
pig,NOUN,4271
iron,NOUN,4271
",",PUNCT,4271
spiegeleisen,NOUN,4271
",",PUNCT,4271
iron,NOUN,4271
or,CCONJ,4271
steel,NOUN,4271
(,PUNCT,4271
excl,INTJ,4271
.,PUNCT,4271
granule,NOUN,4271
of,ADP,4271
ferro,NOUN,4271
-,PUNCT,4271
alloy,NOUN,4271
",",PUNCT,4271
turnings,NOUN,4271
and,CCONJ,4271
filing,NOUN,4271
of,ADP,4271
iron,NOUN,4271
or,CCONJ,4271
steel,NOUN,4271
",",PUNCT,4271
certain,ADJ,4271
small,ADJ,4271
calibre,NOUN,4271
item,NOUN,4271
",",PUNCT,4271
defective,ADJ,4271
ball,NOUN,4271
for,ADP,4271
ball,NOUN,4271
-,PUNCT,4271
bearing,NOUN,4271
),PUNCT,4271
Powders,NOUN,4272
",",PUNCT,4272
of,ADP,4272
alloy,NUM,4272
steel,NOUN,4272
(,PUNCT,4272
excl,INTJ,4272
.,PUNCT,4272
powder,NOUN,4272
of,ADP,4272
ferro,NOUN,4272
-,PUNCT,4272
alloy,NOUN,4272
and,CCONJ,4272
radioactive,ADJ,4272
iron,ADJ,4272
powder,NOUN,4272
"""",PUNCT,4272
isotope,NOUN,4272
"""",PUNCT,4272
),PUNCT,4272
Powders,NOUN,4273
",",PUNCT,4273
of,ADP,4273
pig,NOUN,4273
iron,NOUN,4273
",",PUNCT,4273
spiegeleisen,NOUN,4273
",",PUNCT,4273
iron,ADJ,4273
or,CCONJ,4273
non-alloy,ADJ,4273
steel,NOUN,4273
(,PUNCT,4273
excl,INTJ,4273
.,PUNCT,4273
powder,NOUN,4273
of,ADP,4273
ferro,NOUN,4273
-,PUNCT,4273
alloy,NOUN,4273
and,CCONJ,4273
radioactive,ADJ,4273
iron,ADJ,4273
powder,NOUN,4273
"""",PUNCT,4273
isotope,NOUN,4273
"""",PUNCT,4273
),PUNCT,4273
Iron,PROPN,4274
and,CCONJ,4274
non-alloy,ADJ,4274
steel,NOUN,4274
in,ADP,4274
ingot,NOUN,4274
or,CCONJ,4274
other,ADJ,4274
primary,ADJ,4274
form,NOUN,4274
(,PUNCT,4274
excl,INTJ,4274
.,PUNCT,4274
remelt,VERB,4274
scrap,NOUN,4274
ingot,NOUN,4274
",",PUNCT,4274
product,NOUN,4274
obtain,VERB,4274
by,ADP,4274
continuous,ADJ,4274
casting,NOUN,4274
and,CCONJ,4274
iron,NOUN,4274
of,ADP,4274
heading,NOUN,4274
7203,NUM,4274
),PUNCT,4274
Ingots,NOUN,4275
",",PUNCT,4275
of,ADP,4275
iron,ADJ,4275
and,CCONJ,4275
non-alloy,ADJ,4275
steel,NOUN,4275
(,PUNCT,4275
excl,INTJ,4275
.,PUNCT,4275
remelt,VERB,4275
scrap,NOUN,4275
ingot,NOUN,4275
",",PUNCT,4275
continuous,ADJ,4275
cast,NOUN,4275
product,NOUN,4275
",",PUNCT,4275
iron,NOUN,4275
of,ADP,4275
heading,NOUN,4275
7203,NUM,4275
),PUNCT,4275
Iron,PROPN,4276
and,CCONJ,4276
non-alloy,ADJ,4276
steel,NOUN,4276
",",PUNCT,4276
in,ADP,4276
puddled,VERB,4276
bar,NOUN,4276
or,CCONJ,4276
other,ADJ,4276
primary,ADJ,4276
form,NOUN,4276
(,PUNCT,4276
excl,INTJ,4276
.,PUNCT,4276
ingot,NOUN,4276
",",PUNCT,4276
remelt,VERB,4276
scrap,NOUN,4276
ingot,NOUN,4276
",",PUNCT,4276
continuous,ADJ,4276
cast,NOUN,4276
product,NOUN,4276
",",PUNCT,4276
iron,NOUN,4276
of,ADP,4276
heading,NOUN,4276
7203,NUM,4276
),PUNCT,4276
Semi-finished,ADJ,4277
product,NOUN,4277
of,ADP,4277
iron,ADJ,4277
or,CCONJ,4277
non-alloy,ADJ,4277
steel,NOUN,4277
Semi-finished,ADJ,4278
product,NOUN,4278
of,ADP,4278
iron,ADJ,4278
or,CCONJ,4278
non-alloy,ADJ,4278
steel,NOUN,4278
contain,VERB,4278
",",PUNCT,4278
by,ADP,4278
weight,NOUN,4278
",",PUNCT,4278
<,PUNCT,4278
"0,25",NUM,4278
%,SYM,4278
of,ADP,4278
carbon,NOUN,4278
",",PUNCT,4278
of,ADP,4278
square,ADJ,4278
or,CCONJ,4278
rectangular,ADJ,4278
cross-section,NOUN,4278
",",PUNCT,4278
the,DET,4278
width,NOUN,4278
measure,VERB,4278
<,PUNCT,4278
twice,ADV,4278
the,DET,4278
thickness,NOUN,4278
Semi-finished,ADJ,4279
product,NOUN,4279
of,ADP,4279
iron,ADJ,4279
or,CCONJ,4279
non-alloy,ADJ,4279
steel,NOUN,4279
contain,VERB,4279
",",PUNCT,4279
by,ADP,4279
weight,NOUN,4279
",",PUNCT,4279
<,PUNCT,4279
"0,25",NUM,4279
%,SYM,4279
of,ADP,4279
carbon,NOUN,4279
",",PUNCT,4279
of,ADP,4279
rectangular,ADJ,4279
"""",PUNCT,4279
other,ADJ,4279
than,ADP,4279
square,NOUN,4279
"""",PUNCT,4279
cross-section,NOUN,4279
",",PUNCT,4279
the,DET,4279
width,NOUN,4279
measure,VERB,4279
>=,SYM,4279
twice,ADV,4279
the,DET,4279
thickness,NOUN,4279
Semi-finished,ADJ,4280
product,NOUN,4280
of,ADP,4280
iron,ADJ,4280
or,CCONJ,4280
non-alloy,ADJ,4280
steel,NOUN,4280
contain,VERB,4280
",",PUNCT,4280
by,ADP,4280
weight,NOUN,4280
",",PUNCT,4280
<,PUNCT,4280
"0,25",NUM,4280
%,SYM,4280
of,ADP,4280
carbon,NOUN,4280
",",PUNCT,4280
of,ADP,4280
circular,ADJ,4280
cross-section,NOUN,4280
",",PUNCT,4280
or,CCONJ,4280
of,ADP,4280
a,DET,4280
cross-section,NOUN,4280
other,ADJ,4280
than,ADP,4280
square,NOUN,4280
or,CCONJ,4280
rectangular,NOUN,4280
Semi-finished,ADJ,4281
product,NOUN,4281
of,ADP,4281
iron,ADJ,4281
or,CCONJ,4281
non-alloy,ADJ,4281
steel,NOUN,4281
contain,VERB,4281
",",PUNCT,4281
by,ADP,4281
weight,NOUN,4281
",",PUNCT,4281
>=,SYM,4281
"0,25",NUM,4281
%,SYM,4281
of,ADP,4281
carbon,NOUN,4281
flat,ADV,4282
-,PUNCT,4282
roll,VERB,4282
product,NOUN,4282
of,ADP,4282
iron,NOUN,4282
or,CCONJ,4282
non-alloy,ADJ,4282
steel,NOUN,4282
",",PUNCT,4282
of,ADP,4282
a,DET,4282
width,NOUN,4282
>=,SYM,4282
600,NUM,4282
mm,NOUN,4282
",",PUNCT,4282
hot,ADJ,4282
-,PUNCT,4282
roll,VERB,4282
",",PUNCT,4282
not,CCONJ,4282
clad,NOUN,4282
",",PUNCT,4282
plate,VERB,4282
or,CCONJ,4282
coate,VERB,4282
flat,ADV,4283
-,PUNCT,4283
roll,VERB,4283
product,NOUN,4283
of,ADP,4283
iron,NOUN,4283
or,CCONJ,4283
non-alloy,ADJ,4283
steel,NOUN,4283
",",PUNCT,4283
of,ADP,4283
a,DET,4283
width,NOUN,4283
of,ADP,4283
>=,SYM,4283
600,NUM,4283
mm,INTJ,4283
",",PUNCT,4283
in,ADP,4283
coil,NOUN,4283
",",PUNCT,4283
simply,ADV,4283
hot,ADJ,4283
-,PUNCT,4283
roll,VERB,4283
",",PUNCT,4283
not,CCONJ,4283
clad,NOUN,4283
",",PUNCT,4283
plate,VERB,4283
or,CCONJ,4283
coate,VERB,4283
",",PUNCT,4283
with,ADP,4283
pattern,NOUN,4283
in,ADP,4283
relief,NOUN,4283
directly,ADV,4283
due,ADP,4283
to,ADP,4283
the,DET,4283
rolling,NOUN,4283
process,NOUN,4283
flat,ADV,4284
-,PUNCT,4284
roll,VERB,4284
product,NOUN,4284
of,ADP,4284
iron,NOUN,4284
or,CCONJ,4284
non-alloy,ADJ,4284
steel,NOUN,4284
",",PUNCT,4284
of,ADP,4284
a,DET,4284
width,NOUN,4284
of,ADP,4284
>=,SYM,4284
600,NUM,4284
mm,INTJ,4284
",",PUNCT,4284
in,ADP,4284
coil,NOUN,4284
",",PUNCT,4284
simply,ADV,4284
hot,ADJ,4284
-,PUNCT,4284
roll,VERB,4284
",",PUNCT,4284
not,CCONJ,4284
clad,NOUN,4284
",",PUNCT,4284
plate,VERB,4284
or,CCONJ,4284
coate,VERB,4284
",",PUNCT,4284
of,ADP,4284
a,DET,4284
thickness,NOUN,4284
of,ADP,4284
>=,SYM,4284
"4,75",NUM,4284
mm,NUM,4284
",",PUNCT,4284
pick,VERB,4284
",",PUNCT,4284
without,ADP,4284
pattern,NOUN,4284
in,ADP,4284
relief,NOUN,4284
flat,ADV,4285
-,PUNCT,4285
roll,VERB,4285
product,NOUN,4285
of,ADP,4285
iron,NOUN,4285
or,CCONJ,4285
non-alloy,ADJ,4285
steel,NOUN,4285
",",PUNCT,4285
of,ADP,4285
a,DET,4285
width,NOUN,4285
of,ADP,4285
>=,SYM,4285
600,NUM,4285
mm,INTJ,4285
",",PUNCT,4285
in,ADP,4285
coil,NOUN,4285
",",PUNCT,4285
simply,ADV,4285
hot,ADJ,4285
-,PUNCT,4285
roll,VERB,4285
",",PUNCT,4285
not,CCONJ,4285
clad,NOUN,4285
",",PUNCT,4285
plate,VERB,4285
or,CCONJ,4285
coate,VERB,4285
",",PUNCT,4285
of,ADP,4285
a,DET,4285
thickness,NOUN,4285
of,ADP,4285
>=,SYM,4285
3,NUM,4285
mm,NOUN,4285
but,CCONJ,4285
<,PUNCT,4285
"4,75",NUM,4285
mm,NOUN,4285
",",PUNCT,4285
pick,VERB,4285
",",PUNCT,4285
without,ADP,4285
pattern,NOUN,4285
in,ADP,4285
relief,NOUN,4285
flat,ADV,4286
-,PUNCT,4286
roll,VERB,4286
product,NOUN,4286
of,ADP,4286
iron,NOUN,4286
or,CCONJ,4286
non-alloy,ADJ,4286
steel,NOUN,4286
",",PUNCT,4286
of,ADP,4286
a,DET,4286
width,NOUN,4286
of,ADP,4286
>=,SYM,4286
600,NUM,4286
mm,INTJ,4286
",",PUNCT,4286
in,ADP,4286
coil,NOUN,4286
",",PUNCT,4286
simply,ADV,4286
hot,ADJ,4286
-,PUNCT,4286
roll,VERB,4286
",",PUNCT,4286
not,CCONJ,4286
clad,NOUN,4286
",",PUNCT,4286
plate,VERB,4286
or,CCONJ,4286
coate,VERB,4286
",",PUNCT,4286
of,ADP,4286
a,DET,4286
thickness,NOUN,4286
of,ADP,4286
<,SYM,4286
3,NUM,4286
mm,NUM,4286
",",PUNCT,4286
pick,VERB,4286
",",PUNCT,4286
without,ADP,4286
pattern,NOUN,4286
in,ADP,4286
relief,NOUN,4286
flat,ADV,4287
-,PUNCT,4287
roll,VERB,4287
product,NOUN,4287
of,ADP,4287
iron,NOUN,4287
or,CCONJ,4287
non-alloy,ADJ,4287
steel,NOUN,4287
",",PUNCT,4287
of,ADP,4287
a,DET,4287
width,NOUN,4287
of,ADP,4287
>=,SYM,4287
600,NUM,4287
mm,INTJ,4287
",",PUNCT,4287
in,ADP,4287
coil,NOUN,4287
",",PUNCT,4287
simply,ADV,4287
hot,ADJ,4287
-,PUNCT,4287
roll,VERB,4287
",",PUNCT,4287
not,CCONJ,4287
clad,NOUN,4287
",",PUNCT,4287
plate,VERB,4287
or,CCONJ,4287
coate,VERB,4287
",",PUNCT,4287
of,ADP,4287
a,DET,4287
thickness,NOUN,4287
of,ADP,4287
>=,SYM,4287
10,NUM,4287
mm,NUM,4287
",",PUNCT,4287
not,ADV,4287
pick,VERB,4287
",",PUNCT,4287
without,ADP,4287
pattern,NOUN,4287
in,ADP,4287
relief,NOUN,4287
flat,ADV,4288
-,PUNCT,4288
roll,VERB,4288
product,NOUN,4288
of,ADP,4288
iron,NOUN,4288
or,CCONJ,4288
non-alloy,ADJ,4288
steel,NOUN,4288
",",PUNCT,4288
of,ADP,4288
a,DET,4288
width,NOUN,4288
of,ADP,4288
>=,SYM,4288
600,NUM,4288
mm,INTJ,4288
",",PUNCT,4288
in,ADP,4288
coil,NOUN,4288
",",PUNCT,4288
simply,ADV,4288
hot,ADJ,4288
-,PUNCT,4288
roll,VERB,4288
",",PUNCT,4288
not,CCONJ,4288
clad,NOUN,4288
",",PUNCT,4288
plate,VERB,4288
or,CCONJ,4288
coate,VERB,4288
",",PUNCT,4288
of,ADP,4288
a,DET,4288
thickness,NOUN,4288
of,ADP,4288
>=,SYM,4288
"4,75",NUM,4288
mm,NOUN,4288
but,CCONJ,4288
<,PUNCT,4288
10,NUM,4288
mm,NOUN,4288
",",PUNCT,4288
not,ADV,4288
pick,VERB,4288
",",PUNCT,4288
without,ADP,4288
pattern,NOUN,4288
in,ADP,4288
relief,NOUN,4288
flat,ADV,4289
-,PUNCT,4289
roll,VERB,4289
product,NOUN,4289
of,ADP,4289
iron,NOUN,4289
or,CCONJ,4289
non-alloy,ADJ,4289
steel,NOUN,4289
",",PUNCT,4289
of,ADP,4289
a,DET,4289
width,NOUN,4289
of,ADP,4289
>=,SYM,4289
600,NUM,4289
mm,INTJ,4289
",",PUNCT,4289
in,ADP,4289
coil,NOUN,4289
",",PUNCT,4289
simply,ADV,4289
hot,ADJ,4289
-,PUNCT,4289
roll,VERB,4289
",",PUNCT,4289
not,CCONJ,4289
clad,NOUN,4289
",",PUNCT,4289
plate,VERB,4289
or,CCONJ,4289
coate,VERB,4289
",",PUNCT,4289
of,ADP,4289
a,DET,4289
thickness,NOUN,4289
of,ADP,4289
>=,SYM,4289
3,NUM,4289
mm,NOUN,4289
but,CCONJ,4289
<,PUNCT,4289
"4,75",NUM,4289
mm,NOUN,4289
",",PUNCT,4289
not,ADV,4289
pick,VERB,4289
",",PUNCT,4289
without,ADP,4289
pattern,NOUN,4289
in,ADP,4289
relief,NOUN,4289
flat,ADV,4290
-,PUNCT,4290
roll,VERB,4290
product,NOUN,4290
of,ADP,4290
iron,NOUN,4290
or,CCONJ,4290
non-alloy,ADJ,4290
steel,NOUN,4290
",",PUNCT,4290
of,ADP,4290
a,DET,4290
width,NOUN,4290
of,ADP,4290
>=,SYM,4290
600,NUM,4290
mm,INTJ,4290
",",PUNCT,4290
in,ADP,4290
coil,NOUN,4290
",",PUNCT,4290
simply,ADV,4290
hot,ADJ,4290
-,PUNCT,4290
roll,VERB,4290
",",PUNCT,4290
not,CCONJ,4290
clad,NOUN,4290
",",PUNCT,4290
plate,VERB,4290
or,CCONJ,4290
coate,VERB,4290
",",PUNCT,4290
of,ADP,4290
a,DET,4290
thickness,NOUN,4290
of,ADP,4290
<,PUNCT,4290
3,NUM,4290
mm,NOUN,4290
",",PUNCT,4290
not,ADV,4290
pick,VERB,4290
",",PUNCT,4290
without,ADP,4290
pattern,NOUN,4290
in,ADP,4290
relief,NOUN,4290
flat,ADV,4291
-,PUNCT,4291
roll,VERB,4291
product,NOUN,4291
of,ADP,4291
iron,NOUN,4291
or,CCONJ,4291
non-alloy,ADJ,4291
steel,NOUN,4291
",",PUNCT,4291
of,ADP,4291
a,DET,4291
width,NOUN,4291
of,ADP,4291
>=,SYM,4291
600,NUM,4291
mm,NOUN,4291
",",PUNCT,4291
not,ADV,4291
in,ADP,4291
coil,NOUN,4291
",",PUNCT,4291
simply,ADV,4291
hot,ADJ,4291
-,PUNCT,4291
roll,VERB,4291
",",PUNCT,4291
not,CCONJ,4291
clad,NOUN,4291
",",PUNCT,4291
plate,VERB,4291
or,CCONJ,4291
coate,VERB,4291
",",PUNCT,4291
with,ADP,4291
pattern,NOUN,4291
in,ADP,4291
relief,NOUN,4291
directly,ADV,4291
due,ADP,4291
to,ADP,4291
the,DET,4291
rolling,NOUN,4291
process,NOUN,4291
flat,ADV,4292
-,PUNCT,4292
roll,VERB,4292
product,NOUN,4292
of,ADP,4292
iron,NOUN,4292
or,CCONJ,4292
non-alloy,ADJ,4292
steel,NOUN,4292
",",PUNCT,4292
of,ADP,4292
a,DET,4292
width,NOUN,4292
>=,SYM,4292
600,NUM,4292
mm,NOUN,4292
",",PUNCT,4292
not,ADV,4292
in,ADP,4292
coil,NOUN,4292
",",PUNCT,4292
simply,ADV,4292
hot,ADJ,4292
-,PUNCT,4292
roll,VERB,4292
",",PUNCT,4292
not,CCONJ,4292
clad,NOUN,4292
",",PUNCT,4292
plate,VERB,4292
or,CCONJ,4292
coate,VERB,4292
",",PUNCT,4292
of,ADP,4292
a,DET,4292
thickness,NOUN,4292
of,ADP,4292
>,PUNCT,4292
10,NUM,4292
mm,NOUN,4292
",",PUNCT,4292
without,ADP,4292
pattern,NOUN,4292
in,ADP,4292
relief,NOUN,4292
flat,ADV,4293
-,PUNCT,4293
roll,VERB,4293
product,NOUN,4293
of,ADP,4293
iron,NOUN,4293
or,CCONJ,4293
non-alloy,ADJ,4293
steel,NOUN,4293
",",PUNCT,4293
of,ADP,4293
a,DET,4293
width,NOUN,4293
of,ADP,4293
>=,SYM,4293
600,NUM,4293
mm,NOUN,4293
",",PUNCT,4293
not,ADV,4293
in,ADP,4293
coil,NOUN,4293
",",PUNCT,4293
simply,ADV,4293
hot,ADJ,4293
-,PUNCT,4293
roll,VERB,4293
",",PUNCT,4293
not,CCONJ,4293
clad,NOUN,4293
",",PUNCT,4293
plate,VERB,4293
or,CCONJ,4293
coate,VERB,4293
",",PUNCT,4293
of,ADP,4293
a,DET,4293
thickness,NOUN,4293
of,ADP,4293
>=,SYM,4293
"4,75",NUM,4293
mm,NOUN,4293
but,CCONJ,4293
<=,SYM,4293
10,NUM,4293
mm,NUM,4293
",",PUNCT,4293
without,ADP,4293
pattern,NOUN,4293
in,ADP,4293
relief,NOUN,4293
flat,ADV,4294
-,PUNCT,4294
roll,VERB,4294
product,NOUN,4294
of,ADP,4294
iron,NOUN,4294
or,CCONJ,4294
non-alloy,ADJ,4294
steel,NOUN,4294
",",PUNCT,4294
of,ADP,4294
a,DET,4294
width,NOUN,4294
of,ADP,4294
>=,SYM,4294
600,NUM,4294
mm,NOUN,4294
",",PUNCT,4294
not,ADV,4294
in,ADP,4294
coil,NOUN,4294
",",PUNCT,4294
simply,ADV,4294
hot,ADJ,4294
-,PUNCT,4294
roll,VERB,4294
",",PUNCT,4294
not,CCONJ,4294
clad,NOUN,4294
